Accession,Start,Stop,Gene symbol,Strand,NCBI Gene ID,Name
NC_000962.3,3313773,3315122,,minus,887892,
NC_000962.3,3315236,3316456,,plus,887263,
NC_000962.3,3316529,3317461,purU,plus,887338,
NC_000962.3,3318330,3318815,kdtB,minus,888423,
NC_000962.3,3318901,3319467,,minus,888469,
NC_000962.3,3319663,3323046,pca,minus,887299,
NC_000962.3,3323071,3323703,,minus,888476,
NC_000962.3,3323709,3324476,,minus,888481,
NC_000962.3,3324573,3325703,lipN,minus,887194,
NC_000962.3,3325934,3326104,,plus,3205038,
NC_000962.3,3326101,3326949,,plus,887275,
NC_000962.3,3327023,3327736,,minus,887191,
NC_000962.3,3327733,3329946,recG,minus,887439,
NC_000962.3,3329949,3331361,,minus,887383,
NC_000962.3,3331358,3331612,,minus,887512,
NC_000962.3,3331854,3332048,,plus,19394683,
NC_000962.3,3332071,3332754,ung,minus,887410,
NC_000962.3,3332787,3333788,thiL,minus,888342,
NC_000962.3,3333785,3335164,,minus,887390,
NC_000962.3,3335164,3335748,,minus,888325,
NC_000962.3,3335960,3336505,,plus,887506,
NC_000962.3,3336796,3337917,ddlA,minus,888415,
NC_000962.3,3337995,3338999,gpdA2,minus,887864,
NC_000962.3,3339118,3339762,,plus,888161,
NC_000962.3,3339854,3342082,ppk1,plus,887482,
NC_000962.3,3342165,3343118,mutT1,plus,888165,
NC_000962.3,3343176,3343820,hupB,minus,888166,
NC_000962.3,3344033,3344629,leuD,minus,888225,
NC_000962.3,3344654,3346075,leuC,minus,887875,
NC_000962.3,3346147,3346848,,plus,887723,
NC_000962.3,3346859,3347719,,minus,887176,
NC_000962.3,3347982,3348473,,plus,887792,
NC_000962.3,3348547,3348619,gluU,minus,2700433,
NC_000962.3,3348659,3348730,glnU,minus,2700442,
NC_000962.3,3348805,3350277,gltS,minus,887850,
NC_000962.3,3350274,3350993,,minus,887867,
NC_000962.3,3351269,3352606,,plus,888200,
NC_000962.3,3352458,3353468,leuB,minus,888182,
NC_000962.3,3353483,3355069,serA1,minus,887154,
NC_000962.3,3355099,3356541,,plus,888637,
NC_000962.3,3356815,3357276,,plus,888646,
NC_000962.3,3357602,3358567,lppY,plus,887357,
NC_000962.3,3358612,3359271,,plus,887271,
NC_000962.3,3359585,3360586,ilvC,minus,887483,
NC_000962.3,3360624,3361130,ilvN,minus,887226,
NC_000962.3,3361130,3362986,ilvB1,minus,887286,
NC_000962.3,3363348,3363686,cfp6,plus,887891,
NC_000962.3,3363693,3364532,,minus,887305,
NC_000962.3,3364709,3365830,lppZ,plus,887308,
NC_000962.3,3365836,3366450,,minus,888938,
NC_000962.3,3366644,3367267,,plus,888530,
NC_000962.3,3367264,3368793,gatB,minus,888919,
NC_000962.3,3368823,3369854,pfkA,minus,888509,
NC_000962.3,3369950,3371434,gatA,minus,887262,
NC_000962.3,3371431,3371730,gatC,minus,887335,
NC_000962.3,3371815,3372471,,plus,888642,
NC_000962.3,3372545,3374620,ligA,minus,887354,
NC_000962.3,3374651,3375664,,minus,887181,
NC_000962.3,3375758,3376387,lpqA,plus,888557,
NC_000962.3,3376490,3376852,esxQ,minus,888508,
NC_000962.3,3376939,3378243,PPE46,minus,888940,
NC_000962.3,3378711,3379001,esxR,minus,888926,
NC_000962.3,3379036,3379329,esxS,minus,888946,
NC_000962.3,3379376,3380452,PPE47,minus,888924,
NC_000962.3,3380440,3380682,PPE48,minus,888512,
NC_000962.3,3380679,3380993,PE29,minus,3205088,
NC_000962.3,3381375,3382622,,minus,888525,
NC_000962.3,3382785,3383888,trmU,minus,888524,
NC_000962.3,3383885,3385066,iscS,minus,887677,
NC_000962.3,3385163,3386077,,minus,888489,
NC_000962.3,3386074,3386919,,minus,887851,
NC_000962.3,3387075,3388031,fixB,minus,888549,
NC_000962.3,3388070,3388870,fixA,minus,887670,
NC_000962.3,3389101,3389925,,plus,888604,
NC_000962.3,3389922,3391502,,plus,888543,
NC_000962.3,3391534,3392778,,plus,888185,
NC_000962.3,3392812,3393201,,plus,11117812,
NC_000962.3,3393380,3393928,,plus,888865,
NC_000962.3,3394019,3394921,,minus,887470,
NC_000962.3,3395379,3396461,,plus,887842,
NC_000962.3,3396458,3397141,TB22.2,minus,887320,
NC_000962.3,3397214,3398290,,minus,888640,
NC_000962.3,3398425,3399408,,minus,888517,
NC_000962.3,3399419,3400183,echA17,minus,888216,
NC_000962.3,3400192,3401058,,minus,887672,
NC_000962.3,3401055,3401918,,minus,887197,
NC_000962.3,3401933,3403162,serB2,minus,887815,
NC_000962.3,3403200,3404921,ctaD,minus,887881,
NC_000962.3,3405136,3406215,fecB,plus,888745,
NC_000962.3,3406285,3407325,adhC,plus,888888,
NC_000962.3,3407314,3407688,,minus,888870,
NC_000962.3,3408022,3408306,,minus,888898,
NC_000962.3,3408404,3409378,nrdF2,minus,888886,
NC_000962.3,3409509,3411083,,minus,888894,
NC_000962.3,3411217,3411957,,minus,888866,
NC_000962.3,3412085,3414166,nrdE,minus,888869,
NC_000962.3,3414232,3414684,nrdI,minus,888885,
NC_000962.3,3414719,3414958,nrdH,minus,888884,
NC_000962.3,3415435,3415989,,minus,887963,
NC_000962.3,3416081,3416695,,plus,888882,
NC_000962.3,3416705,3417745,dinP,plus,887519,
NC_000962.3,3417799,3418662,,minus,888617,
NC_000962.3,3418726,3419376,,minus,888878,
NC_000962.3,3419492,3420970,cyp136,plus,888883,
NC_000962.3,3421741,3423213,,minus,888855,
NC_000962.3,3423262,3425427,fadE22,minus,887617,
NC_000962.3,3425584,3427107,ligB,plus,887553,
NC_000962.3,3427243,3429519,cstA,plus,887948,
NC_000962.3,3429825,3430250,,minus,888879,
NC_000962.3,3430387,3430710,mmr,plus,887550,
NC_000962.3,3430707,3431315,,plus,888847,
NC_000962.3,3431428,3431838,,plus,888822,
NC_000962.3,3431840,3431912,alaU,minus,2700438,
NC_000962.3,3431979,3433622,pgmA,minus,888826,
NC_000962.3,3433692,3434090,,plus,888859,
NC_000962.3,3434087,3434467,,plus,888651,
NC_000962.3,3434464,3435573,,plus,888649,
NC_000962.3,3435798,3436322,,minus,887175,
NC_000962.3,3436329,3436685,,minus,888647,
NC_000962.3,3436779,3438053,,plus,888027,
NC_000962.3,3438050,3438973,,minus,887178,
NC_000962.3,3439072,3439548,,plus,888026,
NC_000962.3,3439541,3441352,,plus,887419,
NC_000962.3,3441353,3441754,hab,plus,888891,
NC_000962.3,3441770,3442597,,minus,888660,
NC_000962.3,3442656,3445988,pknK,minus,888659,
NC_000962.3,3446040,3447278,,plus,888650,
NC_000962.3,3447404,3448426,virS,minus,888657,
NC_000962.3,3448504,3449991,,plus,888655,
NC_000962.3,3449997,3450923,lipR,plus,888652,
NC_000962.3,3450920,3451750,,plus,888656,
NC_000962.3,3451781,3452887,adhD,plus,888654,
NC_000962.3,3452925,3454343,,plus,888653,
NC_000962.3,3454340,3455764,tgs4,plus,888669,
NC_000962.3,3455761,3457272,fadD13,plus,888666,
NC_000962.3,3458211,3459098,,plus,888668,
NC_000962.3,3459116,3460807,,plus,888665,
NC_000962.3,3460814,3461734,,minus,888667,
NC_000962.3,3461760,3462764,,minus,888663,
NC_000962.3,3462761,3463891,,minus,888661,
NC_000962.3,3463973,3464449,,plus,888679,
NC_000962.3,3464547,3465686,,plus,888678,
NC_000962.3,3465778,3467091,lipY,minus,888677,
NC_000962.3,3467210,3467662,,minus,888676,
NC_000962.3,3467606,3467926,,plus,14515872,
NC_000962.3,3467967,3468334,ssr,minus,14515871,
NC_000962.3,3468413,3469264,,minus,888674,
NC_000962.3,3469301,3469783,smpB,minus,888675,
NC_000962.3,3469786,3470679,ftsX,minus,888673,
NC_000962.3,3470680,3471369,ftsE,minus,888672,
NC_000962.3,3471413,3471850,,minus,888798,
NC_000962.3,3471852,3472778,,minus,888685,
NC_000962.3,3472768,3473904,prfB,minus,888820,
NC_000962.3,3474007,3475377,fprA,plus,888839,
NC_000962.3,3475378,3476961,agpS,minus,887657,
NC_000962.3,3477060,3477500,,plus,888686,
NC_000962.3,3477649,3478728,moaA1,plus,888836,
NC_000962.3,3478779,3479174,moaB1,plus,888683,
NC_000962.3,3479171,3479683,moaC1,plus,888680,
NC_000962.3,3479700,3479951,moaD1,plus,888897,
NC_000962.3,3480074,3480742,,plus,888781,
NC_000962.3,3480759,3481289,,plus,888779,
NC_000962.3,3481451,3482698,,plus,888790,
NC_000962.3,3482776,3483945,moeB2,plus,888808,
NC_000962.3,3483974,3484807,cysA3,plus,888802,
NC_000962.3,3484809,3485111,,plus,888809,
NC_000962.3,3485132,3485575,moaE1,plus,888811,
NC_000962.3,3485572,3486174,,plus,888828,
NC_000962.3,3486509,3487711,cyp141,plus,887409,
NC_000962.3,3488089,3488559,,plus,888890,
NC_000962.3,3488569,3489063,,plus,888823,
NC_000962.3,3489506,3490375,moaR1,plus,888825,
NC_000962.3,3490476,3491651,PPE49,minus,888892,
NC_000962.3,3491808,3492122,,minus,888806,
NC_000962.3,3492147,3493181,,plus,888850,
NC_000962.3,3493168,3494181,,minus,886263,
NC_000962.3,3494538,3494992,,plus,888901,
NC_000962.3,3494975,3496366,tgs1,minus,888841,
NC_000962.3,3496551,3497549,,plus,888838,
NC_000962.3,3497529,3499265,devS,minus,888829,
NC_000962.3,3499262,3499915,devR,minus,888842,
NC_000962.3,3499943,3500749,,minus,887558,
NC_000962.3,3501334,3501732,PPE50,plus,888153,
NC_000962.3,3501794,3502936,PPE51,plus,888835,
NC_000962.3,3502945,3503277,,minus,14515898,
NC_000962.3,3503393,3504175,,plus,888827,
NC_000962.3,3504195,3505283,pflA,plus,887973,
NC_000962.3,3505363,3506769,fadE24,plus,887971,
NC_000962.3,3506790,3507995,fadE23,plus,887417,
NC_000962.3,3508095,3509066,fadB4,plus,888051,
NC_000962.3,3509118,3509546,,minus,887521,
NC_000962.3,3509654,3510055,,plus,887576,
NC_000962.3,3510088,3511317,PPE52,minus,887930,
NC_000962.3,3511682,3512068,nuoA,plus,887397,
NC_000962.3,3512077,3512631,nuoB,plus,888791,
NC_000962.3,3512628,3513338,nuoC,plus,888816,
NC_000962.3,3513338,3514660,nuoD,plus,888851,
NC_000962.3,3514657,3515415,nuoE,plus,887903,
NC_000962.3,3515412,3516749,nuoF,plus,888854,
NC_000962.3,3516746,3519166,nuoG,plus,887540,
NC_000962.3,3519282,3520514,nuoH,plus,887531,
NC_000962.3,3520507,3521142,nuoI,plus,887530,
NC_000962.3,3521139,3521927,nuoJ,plus,888762,
NC_000962.3,3521924,3522223,nuoK,plus,888764,
NC_000962.3,3522234,3524135,nuoL,plus,888063,
NC_000962.3,3524132,3525793,nuoM,plus,888765,
NC_000962.3,3525790,3527385,nuoN,plus,888780,
NC_000962.3,3527391,3529163,PPE53,minus,888794,
NC_000962.3,3529338,3529979,,minus,888797,
NC_000962.3,3529990,3531138,,minus,888800,
NC_000962.3,3531208,3531645,,minus,888756,
NC_000962.3,3531642,3532913,,minus,888789,
NC_000962.3,3532943,3533905,moxR3,minus,887658,
NC_000962.3,3533913,3534395,,minus,887661,
NC_000962.3,3534392,3535351,,minus,888750,
NC_000962.3,3535431,3536057,,minus,888763,
NC_000962.3,3536102,3537238,,plus,888778,
NC_000962.3,3537238,3538362,,plus,888774,
NC_000962.3,3538505,3539851,aofH,plus,888754,
NC_000962.3,3539846,3540745,hpx,minus,887293,
NC_000962.3,3540882,3541364,,minus,888848,
NC_000962.3,3541443,3542045,,minus,888844,
NC_000962.3,3542138,3542845,,plus,887989,
NC_000962.3,3542860,3544347,,plus,887294,
NC_000962.3,3544344,3545300,mesT,minus,888846,
NC_000962.3,3545447,3546307,,plus,888766,
NC_000962.3,3546438,3546797,,plus,888786,
NC_000962.3,3547037,3547330,,plus,19394684,
NC_000962.3,3547618,3548907,,plus,887947,
NC_000962.3,3549254,3549688,,minus,887946,
NC_000962.3,3549691,3550143,,minus,888787,
NC_000962.3,3550374,3550718,,plus,888795,
NC_000962.3,3550715,3551044,,plus,888059,
NC_000962.3,3554298,3554645,,plus,888103,
NC_000962.3,3554642,3555262,,plus,888034,
NC_000962.3,3555422,3556687,,minus,888119,
NC_000962.3,3556855,3557064,,plus,14515873,
NC_000962.3,3557311,3558345,,minus,887628,
NC_000962.3,3559370,3559443,metU,minus,2700465,
NC_000962.3,3559563,3560024,,plus,887899,
NC_000962.3,3560194,3563172,,minus,888012,
NC_000962.3,3563264,3564286,,minus,888062,
NC_000962.3,3564364,3565782,,plus,888900,
NC_000962.3,3565788,3566687,,plus,888903,
NC_000962.3,3566696,3566896,,minus,3205082,
NC_000962.3,3567024,3568367,,plus,887858,
NC_000962.3,3568401,3568679,whiB7,minus,3205083,
NC_000962.3,3569109,3571211,uvrD2,minus,888902,
NC_000962.3,3571335,3571589,,plus,3205084,
NC_000962.3,3571602,3572543,nudC,minus,887860,
NC_000962.3,3572602,3573669,,minus,887543,
NC_000962.3,3573731,3577036,,minus,887663,
NC_000962.3,3577033,3580200,,minus,887574,
NC_000962.3,3580286,3580495,,plus,19394685,
NC_000962.3,3580638,3581312,lipV,plus,888133,
NC_000962.3,3581315,3581620,,plus,888132,
NC_000962.3,3581627,3582505,,minus,888877,
NC_000962.3,3582532,3583710,moeB1,minus,888871,
NC_000962.3,3583801,3584658,,minus,888874,
NC_000962.3,3585004,3585690,,plus,887905,
NC_000962.3,3585677,3585949,TB9.4,minus,3205107,
NC_000962.3,3586274,3586834,,plus,888875,
NC_000962.3,3586844,3587539,,minus,888876,
NC_000962.3,3587798,3589381,rhlE,plus,888840,
NC_000962.3,3589394,3590617,,plus,887931,
NC_000962.3,3590692,3591492,,minus,888896,
NC_000962.3,3591646,3592257,gpm2,plus,888830,
NC_000962.3,3592254,3593372,entC,plus,888824,
NC_000962.3,3593369,3593852,,plus,888845,
NC_000962.3,3593804,3594235,,minus,888843,
NC_000962.3,3594468,3595433,,plus,888906,
NC_000962.3,3595713,3595967,whiB1,plus,887980,
NC_000962.3,3596029,3597534,,minus,888801,
NC_000962.3,3597551,3597766,TB7.3,minus,888096,
NC_000962.3,3598051,3598356,rshA,minus,3205091,
NC_000962.3,3598353,3598904,,minus,887655,
NC_000962.3,3598901,3599551,sigH,minus,888094,
NC_000962.3,3599851,3600699,,plus,888852,
NC_000962.3,3601016,3602440,,minus,888804,
NC_000962.3,3602564,3603322,,minus,888220,
NC_000962.3,3603377,3604729,aroA,plus,888753,
NC_000962.3,3604726,3605718,,plus,888785,
NC_000962.3,3605751,3607034,desA3,minus,888821,
NC_000962.3,3607112,3608254,,minus,888748,
NC_000962.3,3608364,3608873,,minus,888749,
NC_000962.3,3608870,3609757,ppk2,minus,888760,
NC_000962.3,3609781,3610371,,minus,888773,
NC_000962.3,3610374,3611189,tgs3,minus,888767,
NC_000962.3,3611300,3611941,,plus,888862,
NC_000962.3,3611959,3613116,,minus,888861,
NC_000962.3,3613121,3613603,,minus,888803,
NC_000962.3,3613664,3614398,,minus,888858,
NC_000962.3,3614457,3617603,,minus,888856,
NC_000962.3,3617682,3620531,secA1,minus,888860,
NC_000962.3,3620610,3621254,,minus,888849,
NC_000962.3,3621570,3622211,,minus,888757,
NC_000962.3,3622249,3623091,,minus,888810,
NC_000962.3,3623159,3624910,lpqB,minus,888815,
NC_000962.3,3624910,3626613,mtrB,minus,888719,
NC_000962.3,3626663,3627349,mtrA,minus,888743,
NC_000962.3,3627419,3628063,tmk,minus,888740,
NC_000962.3,3628160,3629647,sahH,minus,888746,
NC_000962.3,3629752,3630387,,minus,888741,
NC_000962.3,3630384,3630566,rubB,minus,888744,
NC_000962.3,3630571,3630738,rubA,minus,888747,
NC_000962.3,3630738,3631988,alkB,minus,888690,
NC_000962.3,3632097,3633584,,minus,888739,
NC_000962.3,3633675,3635063,,plus,887237,
NC_000962.3,3635041,3636267,manA,minus,888698,
NC_000962.3,3636275,3637315,,minus,888696,
NC_000962.3,3637312,3638709,pmmA,minus,888699,
NC_000962.3,3638811,3639302,,minus,888694,
NC_000962.3,3639425,3639844,,plus,888697,
NC_000962.3,3639872,3640141,whiB2,minus,888687,
NC_000962.3,3640543,3641538,fbiA,plus,888701,
NC_000962.3,3641535,3642881,fbiB,plus,888693,
NC_000962.3,3643177,3644838,,plus,888691,
NC_000962.3,3644898,3645977,manB,minus,888715,
NC_000962.3,3645979,3646884,wbbL1,minus,888714,
NC_000962.3,3646895,3647809,rmlD,minus,888704,
NC_000962.3,3647885,3649381,,plus,888713,
NC_000962.3,3649420,3650109,,plus,888703,
NC_000962.3,3650234,3650515,,plus,888709,
NC_000962.3,3650526,3652682,ctpC,plus,888705,
NC_000962.3,3652679,3653347,,minus,888716,
NC_000962.3,3653448,3654632,,plus,888702,
NC_000962.3,3654637,3656931,,plus,888700,
NC_000962.3,3656920,3658089,fadE25,minus,888731,
NC_000962.3,3658114,3658638,purE,minus,888721,
NC_000962.3,3658635,3659924,purK,minus,888720,
NC_000962.3,3659878,3660696,,plus,888729,
NC_000962.3,3660651,3661169,,minus,888724,
NC_000962.3,3661212,3662012,birA,minus,888726,
NC_000962.3,3662062,3663708,accD5,plus,888725,
NC_000962.3,3663689,3664222,accE5,plus,888732,
NC_000962.3,3664219,3664887,,plus,888718,
NC_000962.3,3664928,3665821,sseA,plus,888717,
NC_000962.3,3665818,3666249,,plus,887966,
NC_000962.3,3666357,3668159,accA3,plus,887912,
NC_000962.3,3668169,3668954,sigF,minus,888727,
NC_000962.3,3668951,3669388,rsbW,minus,887977,
NC_000962.3,3669586,3669999,usfY,minus,888735,
NC_000962.3,3670034,3670411,,minus,888736,
NC_000962.3,3670445,3671794,lat,minus,887904,
NC_000962.3,3671845,3672297,lrpA,minus,888728,
NC_000962.3,3672328,3673575,,plus,888734,
NC_000962.3,3673602,3675086,pcd,plus,888733,
NC_000962.3,3675186,3675995,,minus,3205051,
NC_000962.3,3676066,3676731,,plus,887180,
NC_000962.3,3676775,3681316,lhr,plus,887503,
NC_000962.3,3681320,3682087,nei,plus,887937,
NC_000962.3,3682110,3683024,lpqC,minus,887984,
NC_000962.3,3683051,3685963,atsB,minus,887500,
NC_000962.3,3685983,3686900,,minus,887958,
NC_000962.3,3686912,3687577,phoY1,minus,887212,
NC_000962.3,3687685,3689442,glpD2,minus,887211,
NC_000962.3,3689457,3690938,lpdA,minus,887659,
NC_000962.3,3691141,3691620,,plus,887605,
NC_000962.3,3691639,3692808,amiA1,minus,887545,
NC_000962.3,3692805,3693989,amiB1,minus,887645,
NC_000962.3,3694054,3694860,deoD,plus,887542,
NC_000962.3,3694864,3696468,pmmB,plus,887541,
NC_000962.3,3696470,3697093,upp,minus,887944,
NC_000962.3,3697198,3698097,sapM,plus,887988,
NC_000962.3,3698121,3699383,,plus,887533,
NC_000962.3,3699404,3700330,,minus,887939,
NC_000962.3,3700356,3700526,,minus,19394686,
NC_000962.3,3700705,3701016,,minus,3205113,
NC_000962.3,3701087,3702184,add,minus,887994,
NC_000962.3,3702184,3703467,deoA,minus,887929,
NC_000962.3,3703464,3703865,cdd,minus,887975,
NC_000962.3,3704102,3704440,sdhC,plus,887969,
NC_000962.3,3704437,3704871,sdhD,plus,887845,
NC_000962.3,3705000,3706772,sdhA,plus,887639,
NC_000962.3,3706772,3707563,sdhB,plus,887562,
NC_000962.3,3707642,3708070,vapC44,minus,887245,
NC_000962.3,3708074,3708316,vapB44,minus,887577,
NC_000962.3,3708438,3709052,,minus,887520,
NC_000962.3,3709049,3709714,moaX,minus,887578,
NC_000962.3,3709715,3710248,moaC3,minus,887981,
NC_000962.3,3710245,3710379,,minus,3205081,
NC_000962.3,3711749,3713461,,plus,887965,
NC_000962.3,3713394,3714332,sigJ,minus,887964,
NC_000962.3,3714392,3715708,,plus,888028,
NC_000962.3,3715777,3716994,dacB1,plus,887607,
NC_000962.3,3717090,3718598,sugI,plus,887504,
NC_000962.3,3718595,3719746,nagA,plus,887518,
NC_000962.3,3719937,3720782,,minus,887632,
NC_000962.3,3721257,3721697,,plus,887593,
NC_000962.3,3721731,3722600,,minus,888029,
NC_000962.3,3722621,3723631,trpS,minus,887559,
NC_000962.3,3723728,3724548,,plus,887556,
NC_000962.3,3724615,3725844,icd1,minus,888013,
NC_000962.3,3726127,3727476,metC,plus,888037,
NC_000962.3,3727488,3728627,metA,plus,888030,
NC_000962.3,3728624,3729355,,plus,888046,
NC_000962.3,3729364,3736935,PPE54,minus,888033,
NC_000962.3,3736984,3738000,PE_PGRS49,minus,888115,
NC_000962.3,3738158,3742774,PE_PGRS50,minus,888114,
NC_000962.3,3743198,3743455,,minus,888010,
NC_000962.3,3743711,3753184,PPE55,minus,888120,
NC_000962.3,3753765,3754256,,plus,888110,
NC_000962.3,3754293,3755237,,minus,888126,
NC_000962.3,3755952,3767102,PPE56,minus,888113,
NC_000962.3,3767346,3768140,,minus,888109,
NC_000962.3,3768222,3768593,,minus,888104,
NC_000962.3,3768736,3768996,,minus,888095,
NC_000962.3,3769111,3769500,,plus,887643,
NC_000962.3,3769514,3769807,,minus,887660,
NC_000962.3,3769804,3770649,folD,minus,888145,
NC_000962.3,3770773,3771048,relJ,plus,888135,
NC_000962.3,3771045,3771302,relK,plus,888139,
NC_000962.3,3771344,3772534,,plus,887668,
NC_000962.3,3772651,3773019,,plus,888136,
NC_000962.3,3773016,3773567,,minus,888130,
NC_000962.3,3773574,3774155,,minus,888088,
NC_000962.3,3774136,3774504,,minus,888090,
NC_000962.3,3774482,3774874,,minus,888085,
NC_000962.3,3774871,3777501,,minus,887652,
NC_000962.3,3777737,3778201,spoU,plus,887648,
NC_000962.3,3778568,3780334,PE_PGRS51,plus,887404,
NC_000962.3,3780335,3780979,,minus,887641,
NC_000962.3,3780978,3781412,,plus,887669,
NC_000962.3,3781501,3784740,dnaE2,minus,887259,
NC_000962.3,3784932,3786272,,plus,888053,
NC_000962.3,3786314,3787489,otsB2,plus,888137,
NC_000962.3,3787726,3788367,echA18,plus,888123,
NC_000962.3,3788368,3788616,,plus,888100,
NC_000962.3,3788621,3790048,amiD,plus,888064,
NC_000962.3,3790156,3790809,,plus,888066,
NC_000962.3,3790848,3792353,,minus,888073,
NC_000962.3,3792358,3793248,,minus,888075,
NC_000962.3,3793257,3794867,dxs2,minus,888080,
NC_000962.3,3796448,3797437,,minus,887953,
NC_000962.3,3797437,3798489,idsB,minus,887680,
NC_000962.3,3799243,3799635,vapC46,minus,887432,
NC_000962.3,3799635,3799943,vapB46,minus,887429,
NC_000962.3,3800092,3800796,,plus,888044,
NC_000962.3,3800786,3801463,,plus,887820,
NC_000962.3,3801653,3803848,PE_PGRS52,plus,888151,
NC_000962.3,3803919,3804791,htdY,minus,887923,
NC_000962.3,3804865,3805575,lpqD,plus,887627,
NC_000962.3,3805621,3807573,acrA1,plus,887950,
NC_000962.3,3807574,3808437,cmaA1,minus,887961,
NC_000962.3,3808461,3809387,iunH,plus,887625,
NC_000962.3,3809442,3811025,,minus,887945,
NC_000962.3,3811022,3811636,,minus,887960,
NC_000962.3,3811719,3812345,,plus,3205044,
NC_000962.3,3812501,3814078,guaA,minus,887412,
NC_000962.3,3814090,3814998,phyA,minus,887911,
NC_000962.3,3815027,3816106,idsA1,minus,887919,
NC_000962.3,3816129,3817175,,plus,887938,
NC_000962.3,3817239,3818027,,plus,887918,
NC_000962.3,3818042,3820402,,plus,887928,
NC_000962.3,3820653,3821891,,minus,887910,
NC_000962.3,3822262,3823863,,minus,887907,
NC_000962.3,3823880,3824584,,minus,887902,
NC_000962.3,3824702,3825268,,minus,887940,
NC_000962.3,3825330,3826217,,plus,887955,
NC_000962.3,3826252,3826551,vapB47,plus,887505,
NC_000962.3,3826548,3826958,vapC47,plus,887900,
NC_000962.3,3826991,3828727,choD,minus,887502,
NC_000962.3,3828783,3829910,guaB3,minus,887510,
NC_000962.3,3829930,3831519,guaB2,minus,887498,
NC_000962.3,3831726,3832136,,plus,887499,
NC_000962.3,3832146,3833045,,minus,887925,
NC_000962.3,3833038,3833676,sigD,minus,887594,
NC_000962.3,3833694,3834521,,minus,887599,
NC_000962.3,3834892,3835200,whiB3,plus,887598,
NC_000962.3,3835272,3836891,groEL1,minus,887877,
NC_000962.3,3836986,3837288,groES,minus,887583,
NC_000962.3,3837555,3838589,gcp,minus,887595,
NC_000962.3,3838586,3839062,rimI,minus,887555,
NC_000962.3,3839059,3839694,,minus,887532,
NC_000962.3,3839691,3840197,,minus,887557,
NC_000962.3,3840194,3841420,alr,minus,887634,
NC_000962.3,3841714,3842076,,minus,887618,
NC_000962.3,3842239,3842769,PPE57,plus,887635,
NC_000962.3,3843036,3843734,PPE58,plus,887622,
NC_000962.3,3843885,3844640,,minus,887631,
NC_000962.3,3844738,3845970,,minus,887621,
NC_000962.3,3847165,3847701,PPE59,plus,887630,
NC_000962.3,3847642,3848805,,minus,887615,
NC_000962.3,3848844,3848999,,minus,19394687,
NC_000962.3,3850372,3851754,gadB,minus,887580,
NC_000962.3,3851792,3853213,,minus,887571,
NC_000962.3,3853215,3853928,,minus,887573,
NC_000962.3,3853939,3854793,,minus,887564,
NC_000962.3,3855015,3856889,glmS,minus,887568,
NC_000962.3,3856911,3857387,,plus,887567,
NC_000962.3,3857397,3858239,,plus,887561,
NC_000962.3,3858259,3859662,,minus,887565,
NC_000962.3,3859665,3859976,,minus,887592,
NC_000962.3,3860024,3861370,mrsA,minus,887589,
NC_000962.3,3861495,3861950,rpsI,minus,887488,
NC_000962.3,3861947,3862390,rplM,minus,887584,
NC_000962.3,3862624,3862926,esxT,minus,887587,
NC_000962.3,3862947,3863264,esxU,minus,887585,
NC_000962.3,3863317,3864531,,minus,887586,
NC_000962.3,3864528,3868238,eccC4,minus,887581,
NC_000962.3,3868352,3869755,eccD4,plus,887624,
NC_000962.3,3869752,3871119,mycP4,plus,887602,
NC_000962.3,3871084,3872496,eccB4,minus,887619,
NC_000962.3,3872617,3873405,cut3,plus,887611,
NC_000962.3,3873452,3874132,cut4,plus,887610,
NC_000962.3,3874404,3876090,,plus,887596,
NC_000962.3,3876052,3876822,truA,minus,887590,
NC_000962.3,3876890,3877432,rplQ,minus,887523,
NC_000962.3,3877464,3878507,rpoA,minus,887629,
NC_000962.3,3878659,3879264,rpsD,minus,887620,
NC_000962.3,3879273,3879692,rpsK,minus,887524,
NC_000962.3,3879696,3880070,rpsM,minus,887514,
NC_000962.3,3880286,3880399,rpmJ,minus,887272,
NC_000962.3,3880432,3880653,infA,minus,887325,
NC_000962.3,3880907,3881764,,plus,888286,
NC_000962.3,3881837,3882832,rmlB,plus,887332,
NC_000962.3,3882834,3883442,rmlC,plus,887352,
NC_000962.3,3883525,3884193,,plus,887830,
NC_000962.3,3883964,3884917,,plus,888022,
NC_000962.3,3884975,3886069,,minus,888007,
NC_000962.3,3886073,3887083,mhpE,minus,888074,
NC_000962.3,3887144,3888802,ilvB2,minus,888041,
NC_000962.3,3888808,3889341,,minus,888050,
NC_000962.3,3889362,3889868,,plus,888006,
NC_000962.3,3889948,3890733,bpoA,minus,888101,
NC_000962.3,3892371,3893720,kgtP,minus,888002,
NC_000962.3,3894093,3894389,PE31,plus,888474,
NC_000962.3,3894426,3895607,PPE60,plus,888047,
NC_000962.3,3895820,3898885,,plus,888478,
NC_000962.3,3898909,3900402,,minus,888473,
NC_000962.3,3900493,3901182,,minus,888466,
NC_000962.3,3901324,3902106,,minus,888480,
NC_000962.3,3902150,3902812,,minus,888448,
NC_000962.3,3903078,3904616,,plus,888445,
NC_000962.3,3904622,3905566,,minus,888427,
NC_000962.3,3905772,3906221,,plus,888276,
NC_000962.3,3906174,3907007,lipF,minus,888430,
NC_000962.3,3907667,3907990,,plus,888417,
NC_000962.3,3908072,3908236,,plus,888410,
NC_000962.3,3908236,3909738,otsA,plus,888404,
NC_000962.3,3909890,3910468,,plus,888382,
